-> Cluster1
Point11	78.468080 92.307929 24.858135
Point2787	2.977823 8.295256 6.226694
Point2794	12.007440 34.623884 34.714467
Point2799	2.175584 29.869913 26.017333
Point2818	11.470613 25.927885 15.920150
Point2840	0.578925 12.529518 34.317730
Point2863	5.207013 16.976484 33.869633
Point2874	14.010291 4.369366 16.401933
Point2897	26.540939 13.325471 1.133593
Point2928	8.597013 15.298841 6.515336
Point2956	6.135307 5.940876 7.402754
Point2963	27.982948 8.891888 29.818370
Point2967	31.213421 39.277503 22.302458
Point2973	9.576506 21.557424 14.102661
Point2994	25.233999 16.971899 38.713503
Point3008	6.460873 10.827358 27.569310
Point3018	20.825943 33.120669 24.970033
Point3037	1.983902 20.519132 38.930135
Point3051	25.674468 38.903674 11.303375
Point3109	16.775279 25.287030 43.124897
Point3123	21.886189 3.856805 35.760489
Point3162	10.117254 11.425516 5.912313
Point3165	15.371583 29.126648 19.336785
Point3173	1.071704 28.580928 19.465267
Point3194	25.626275 13.693397 39.457437
Point3234	5.771363 12.596910 12.052503
Point3251	15.481960 1.734422 14.921515
Point3275	15.338295 16.673586 44.310751
Point3279	9.146042 22.127945 2.437579
Point3283	23.614669 13.330884 0.262558
Point3294	17.861892 35.903523 21.240492
Point3303	23.960921 22.140265 2.395472
Point3319	24.230554 37.888636 7.107476
Point3355	4.330748 6.267358 27.974606
Point3425	11.278485 14.676557 41.089060
Point3467	7.485790 13.889080 9.318575
Point3471	14.432767 15.592556 5.514291
Point3492	17.695782 38.347163 11.404144
Point3495	1.383230 13.242663 23.395295
Point3503	4.359579 9.160624 13.959652
Point3507	22.400609 39.431979 29.820014
Point3513	12.004764 13.625890 38.975024
Point3536	14.294632 7.949845 35.359709
Point3548	27.701816 15.809988 26.980667
Point3568	18.495563 8.406330 27.523434
Point3569	17.795061 11.686635 8.662702
Point3582	15.338488 6.855776 19.920789
Point3598	24.777233 8.067021 22.426585
Point3602	17.754418 0.655485 9.367440
Point3608	25.886214 23.973008 15.246894
Point3632	5.752179 31.641940 3.225438
Point3635	25.437944 32.359270 39.047908
Point3647	16.579188 7.155653 31.819237
Point3680	4.899816 16.704341 31.669938
Point3697	3.985532 5.325936 15.575344
Point3722	20.754437 12.059769 33.130109
Point3737	9.511001 31.057928 39.876617
Point3742	27.192834 22.810929 38.652931
Point3746	3.772523 16.362680 40.290715
Point3752	14.838604 23.356939 5.956939
Point3769	24.044328 7.072825 25.610466
Point3770	4.425582 25.335538 37.113829
Point3775	2.450916 16.412060 30.698390
Point3793	6.033172 21.906232 32.231184
Point3823	6.991023 22.845757 42.969652
Point3846	3.479293 13.120930 32.466192
Point3855	30.172662 33.040279 30.307435
Point3856	16.662947 44.209517 15.937257
Point3881	12.643249 13.381626 17.381047
Point3882	20.736373 13.762839 23.962493
Point3895	2.073785 27.751470 14.238860
Point3908	9.464223 1.590359 32.029818
Point3913	1.101650 27.000258 38.161257
Point3921	18.402547 12.605402 10.080194
Point3957	15.343395 26.565431 37.093486
Point3999	3.331382 34.352779 36.865706
Point4022	23.699234 13.774455 27.483625
Point4029	1.636768 27.427630 17.860357
Point4060	0.497178 30.573817 28.794364
Point4069	28.451999 37.578781 14.673278
Point4108	12.993330 26.562139 30.380324
Point4143	10.143229 15.921234 26.477302
Point4160	11.091742 10.227845 30.007280
Point4169	8.651102 33.587606 4.058562
Point4178	14.406942 11.410830 1.004515
Point4195	21.364737 22.016665 35.915717
Point4208	24.657462 13.987365 8.291858
Point4254	18.209302 41.597156 16.373440
Point4287	3.682485 6.323841 32.550762
Point4318	2.382833 29.811536 22.574670
Point4341	3.306803 9.336218 38.932376
Point4346	8.274913 41.567731 32.691083
Point4389	10.152023 33.776406 30.216056
Point4407	6.536537 14.120019 13.347919
Point4421	26.596511 5.417418 13.975721
Point4446	23.629610 19.951884 30.745614
Point4448	1.657382 9.249726 12.929131
Point4472	1.453621 6.699593 22.025359
Point4477	11.868826 30.291254 7.585812
Point4485	9.670710 11.504507 15.093052
Point4487	13.585540 27.468705 41.456467
Point4505	8.960631 2.837610 11.199890
Point4511	11.396696 25.189096 18.714375
Point4514	24.390822 24.134590 34.142051
Point4534	26.534768 20.573358 39.694558
Point4542	11.042885 43.949536 17.171966
Point4578	22.474963 25.440597 15.193158
Point4585	5.456105 15.971290 23.460369
Point4600	18.894643 34.730678 14.453239
Point4606	25.990947 28.203557 4.233729
Point4653	0.035053 8.243726 7.526593
Point4669	22.617736 21.784104 16.784513
Point4678	9.660034 0.043210 24.501117
Point4684	11.825072 26.168143 4.513580
Point4688	4.403903 18.878164 25.279656
Point4714	20.163611 26.582302 11.465587
Point4734	20.869150 0.042711 15.264794
Point4741	8.931188 42.709479 29.178250
Point4742	0.793198 23.328219 27.718969
Point4757	4.973439 4.788362 12.668597
Point4770	0.885971 16.336098 3.323657
Point4773	18.386121 11.437666 38.984009
Point4776	3.218029 4.846097 24.363641
Point4777	10.091521 10.714358 27.358967
Point4782	13.438585 5.607848 3.565055
Point4819	20.115440 13.202524 34.642317
Point4830	0.124596 27.964922 9.490575
Point4869	14.310829 30.645504 19.586466
Point4872	1.938404 17.618458 35.841410
Point4925	21.841996 36.566142 19.791738
Point4952	5.417615 7.023492 32.447382
Point4971	11.175789 43.983638 12.843141
-> Cluster9
Point49	88.300200 20.898007 43.061752
Point66	86.211325 27.609495 38.880221
Point70	74.057124 8.885605 38.438795
Point87	77.989753 7.243114 50.757759
Point113	73.252680 17.579921 30.664278
Point120	90.455500 0.692629 28.091534
Point127	85.452335 37.217400 16.522591
Point145	82.874982 28.286704 14.618383
Point151	85.448878 37.841501 17.461111
Point169	82.253482 4.893378 25.645010
Point252	81.483252 9.491617 12.337622
Point288	74.305578 36.909994 25.504339
Point301	90.270121 24.451859 19.909091
Point317	71.155603 7.793366 42.754078
Point319	85.232614 34.497464 19.944178
Point326	69.486745 29.386635 39.309376
Point328	91.452173 27.506728 23.258885
Point343	88.881145 24.358291 10.547784
Point369	96.801504 5.129091 25.894324
Point378	78.099326 12.052763 41.113086
Point405	91.627661 7.448595 33.283803
Point427	85.574275 10.567715 50.784861
Point442	85.622314 40.420710 21.613412
Point456	79.729403 15.395934 32.575739
Point471	84.234205 5.733515 19.694926
Point472	77.086807 19.307887 44.949721
Point475	93.229672 32.223884 31.032096
Point517	78.994260 43.671589 38.094748
Point518	76.689900 12.789260 32.806453
Point531	80.971138 18.188324 37.362120
Point561	87.393011 13.782500 37.115241
Point564	81.987398 37.867803 40.256175
Point574	78.945605 19.992244 19.213771
Point578	85.134551 10.849392 10.078104
Point580	91.809532 26.966987 16.167474
Point631	92.010811 31.001971 48.378227
Point634	77.707574 12.118207 44.490280
Point664	76.442482 2.600983 38.874643
Point689	95.397100 5.491760 32.040290
Point692	86.573787 15.416230 32.652081
Point721	66.540366 16.821190 51.318339
Point724	68.708043 8.306996 44.931732
Point733	82.790159 11.259433 27.166819
Point743	77.882355 4.146722 46.934538
Point822	79.671322 9.651131 37.557792
Point844	83.011291 19.853153 47.661141
Point858	95.062329 14.464208 24.169526
Point898	91.201769 9.826739 20.983687
Point916	70.188361 20.408646 42.781333
Point929	78.258776 30.387975 43.526041
Point947	94.842646 24.824595 42.485132
Point956	94.663994 22.515439 12.984839
Point957	63.065895 29.570978 37.345304
Point990	82.025335 19.064611 35.064037
Point1024	76.662187 23.260188 9.668378
Point1048	94.082823 39.417260 33.336506
Point1072	90.641877 26.479793 50.233828
Point1073	80.688674 28.138286 27.238352
Point1096	77.706238 28.733823 15.043627
Point1099	97.254825 9.008165 48.143593
Point1100	79.410450 8.182426 19.392214
Point1108	81.167958 33.355631 15.320925
Point1120	79.368717 20.812239 39.419733
Point1135	74.094318 34.224203 16.706122
Point1142	80.616643 3.805205 44.237430
Point1158	73.725173 14.287570 51.209536
Point1213	79.291520 7.301351 33.095686
Point1214	97.303199 24.278992 24.678478
Point1226	93.626328 16.065746 21.379026
Point1266	93.292625 26.458862 27.481646
Point1312	85.703028 29.995341 50.110362
Point1335	90.879422 14.795327 50.683704
Point1382	83.849651 10.492225 11.673353
Point1423	64.325810 10.059386 39.160636
Point1431	75.311944 40.533221 31.058596
Point1443	68.197783 30.159794 26.360611
Point1471	84.701867 39.868640 42.001345
Point1492	90.718392 0.176412 27.979908
Point1500	93.517728 13.311242 27.048628
Point1504	89.026349 12.878821 23.553860
Point1522	83.367590 24.828387 45.835128
Point1531	90.662094 28.801292 41.128375
Point1547	96.888775 22.356441 32.732611
Point1552	93.547435 7.343249 43.084076
Point1587	92.320084 12.474720 44.203044
Point1593	86.595534 12.995260 18.325095
Point1628	96.165301 39.326730 44.458747
Point1629	89.420901 7.492724 37.248504
Point1637	92.867881 17.505159 29.434661
Point1641	94.516470 29.137678 29.613104
Point1642	93.248795 2.682258 26.403659
Point1688	67.370018 16.053517 48.716564
Point1704	70.303216 28.450790 48.602150
Point1717	80.400290 43.989471 29.823139
Point1743	66.960926 36.771289 36.692468
Point1772	84.915466 30.482351 51.040219
Point1802	84.440792 6.148274 50.493225
Point1808	93.286621 12.806031 26.350663
Point1817	85.767127 29.934158 45.838552
Point1846	72.493455 27.265964 30.833943
Point1882	92.590783 10.764586 41.790083
Point1888	64.214212 15.930843 47.601390
Point1904	83.934086 22.860397 17.137711
Point1925	88.262587 38.234873 29.131607
Point1930	73.655980 21.720397 33.795011
Point1957	96.911651 24.767616 40.456366
Point1987	71.215661 18.460220 48.244357
Point1993	90.097449 2.067460 22.958005
Point2004	85.593571 24.133501 14.768231
Point2024	89.973261 41.859555 39.888895
Point2051	75.297921 39.051266 40.585140
Point2068	95.244299 1.821698 34.370531
Point2070	83.789308 7.811780 12.756540
Point2113	76.331383 28.380036 24.039501
Point2181	73.864901 12.086215 30.098497
Point2197	80.873305 6.332838 22.721668
Point2254	81.003798 15.939940 34.160350
Point2259	76.851913 42.955117 30.875165
Point2264	64.286525 20.751703 48.330859
Point2265	84.257815 11.443574 39.382289
Point2309	84.752643 4.465040 17.913688
Point2328	84.488634 11.113704 13.801902
Point2372	70.130866 31.384141 17.634808
Point2401	77.859459 7.893465 40.919713
Point2419	82.429801 3.362734 28.342174
Point2426	83.115460 1.604390 20.028794
Point2442	75.965036 24.677053 53.143348
Point2455	93.305382 32.430628 24.681871
Point2467	87.881014 37.790531 26.114199
Point2483	89.324091 1.967501 32.125024
Point2492	97.582555 16.298836 29.833081
Point2521	70.780699 0.430558 41.286630
Point2544	97.300252 39.914803 40.423217
Point2548	88.431541 22.896770 20.118511
Point2580	86.834894 20.512155 46.364850
Point2585	79.673082 1.837759 48.500606
Point2586	83.231431 30.547930 10.960005
Point2589	74.241929 8.059095 28.466391
Point2603	65.649767 19.104107 47.228726
Point2636	89.909888 27.212998 35.344481
Point2651	77.149727 19.184878 8.287798
Point2673	85.255940 15.145725 19.938644
Point2698	80.249101 34.544070 47.633520
Point2717	81.536080 22.727850 10.720001
Point2725	76.302227 14.902504 33.029754
Point2736	76.177044 6.380904 18.236324
Point2749	82.003201 33.904392 32.331884
Point2751	70.988676 27.685810 39.557846
Point2772	91.587237 28.918377 12.959009
Point2773	92.434011 5.927427 44.492710
Point2778	86.356123 27.890411 32.044554
Point2779	83.211697 8.173439 17.678663
Point2785	86.961148 38.538876 45.345046
Point2791	69.435182 19.468090 42.017630
Point2803	96.620114 30.837530 50.532391
Point2861	92.860802 21.872110 43.878586
Point2873	76.680817 25.003076 21.285419
Point2875	70.332647 13.742657 37.071428
Point2893	92.844048 18.062090 17.005415
Point2901	82.407985 14.244853 12.677809
Point2908	72.746783 15.056844 34.325437
Point2916	79.332709 15.059365 29.693390
Point2918	86.314198 14.111578 14.109788
Point2935	95.890700 12.501155 28.318662
Point2978	91.992902 35.879704 34.122963
Point2999	82.110721 23.949462 43.793660
Point3011	85.362784 19.845415 20.593094
Point3012	89.663079 31.091367 48.129075
Point3028	75.254762 38.776063 43.133150
Point3044	75.352250 33.179613 14.098097
Point3050	69.891527 31.634744 22.551257
Point3106	80.724677 34.862080 13.923674
Point3121	67.288919 6.556268 37.229966
Point3180	85.109195 12.475135 26.629837
Point3221	80.502684 13.535549 11.574558
Point3222	78.954167 19.855455 7.959931
Point3224	85.274518 30.351944 28.550664
Point3289	86.287820 29.817370 14.385649
Point3293	87.047542 20.966458 10.717482
Point3333	90.588381 1.397276 37.290752
Point3343	71.792379 22.052734 42.234108
Point3368	83.996918 26.269570 50.337994
Point3375	73.679627 38.149076 24.250977
Point3386	88.235066 34.447455 40.147476
Point3406	74.701315 7.062970 27.137711
Point3491	76.261886 31.376862 37.222440
Point3515	80.529152 22.774806 46.859654
Point3522	95.943755 8.979158 33.910914
Point3545	88.713796 11.856990 25.444388
Point3550	74.671318 6.844897 49.847625
Point3559	79.061846 7.524680 30.708743
Point3605	83.816686 28.598042 16.223605
Point3660	69.973592 1.415725 42.781550
Point3665	93.485121 12.630846 48.692965
Point3669	84.540528 35.471061 50.886041
Point3676	84.362058 18.602350 22.923985
Point3682	90.023440 28.380535 13.606482
Point3689	78.463512 5.547114 45.136456
Point3693	97.918507 23.297377 19.991635
Point3709	87.630458 18.578627 15.570820
Point3714	73.527563 27.169351 38.248851
Point3723	86.976328 7.975953 36.914599
Point3738	92.207966 0.898096 34.497729
Point3750	96.471529 19.053819 44.736662
Point3771	76.151777 10.063999 43.539418
Point3773	62.769379 20.759616 48.537635
Point3803	90.942237 26.123428 53.410762
Point3852	81.915040 28.159101 50.904430
Point3860	83.217927 42.100120 33.751567
Point3861	74.815941 5.990638 23.824609
Point3879	95.006012 16.171514 39.943020
Point3899	88.899792 32.763118 32.236745
Point3912	78.102186 11.065868 34.296718
Point3918	63.780913 22.781186 47.846885
Point3939	82.173807 18.182618 8.687154
Point3944	80.369987 23.795555 44.970942
Point3982	75.222314 7.931313 43.888797
Point4009	97.761678 37.272274 40.355283
Point4012	66.447793 23.765187 39.321706
Point4106	80.260926 15.638223 18.186658
Point4125	92.298169 16.284777 11.414841
Point4199	86.819289 25.731757 26.128814
Point4201	95.545387 0.510351 40.132894
Point4205	80.794896 39.616969 45.273559
Point4247	78.570339 5.967897 50.512027
Point4265	87.404562 35.416178 50.137612
Point4292	89.939357 21.066435 15.565400
Point4295	76.873529 30.707475 15.313858
Point4354	88.041829 17.751640 16.506183
Point4373	81.765312 24.612881 18.383504
Point4394	83.577744 35.322119 48.992872
Point4440	96.211854 14.421170 29.366924
Point4447	93.074633 6.341845 19.241047
Point4484	75.993765 6.041666 41.157992
Point4518	89.558403 4.826875 18.694762
Point4532	91.452043 14.370512 11.544226
Point4543	83.650660 36.401200 46.383333
Point4567	81.899611 0.004969 42.774966
Point4587	88.608827 13.649642 12.495677
Point4617	81.768251 39.271488 29.858728
Point4632	75.604448 1.883508 44.777532
Point4650	93.379329 23.888948 39.259468
Point4751	65.582813 5.808123 44.535420
Point4767	73.647221 12.968772 29.171667
Point4785	71.948999 6.475131 31.512688
Point4802	93.716868 35.106150 30.088766
Point4861	87.836585 13.085523 23.692585
Point4881	73.026875 6.445399 35.151122
Point4908	86.686252 13.629949 32.637146
Point4919	83.321564 14.795825 27.358551
Point4949	91.870650 4.363131 20.540272
Point4986	94.441678 21.904419 16.551571
Point4987	93.095332 4.910729 21.696017
-> Cluster10
Point68	47.914467 43.060457 77.628406
Point69	36.093357 39.914596 44.400862
Point75	40.879938 61.922831 64.082665
Point79	52.356472 55.927451 41.767357
Point82	31.621869 41.431856 42.105206
Point83	36.118799 22.917167 50.997776
Point111	54.608562 32.827300 44.648254
Point121	67.739405 39.596079 53.674090
Point159	37.776831 34.265080 70.570615
Point166	42.920298 34.976086 65.436511
Point182	35.578900 28.985789 50.958976
Point191	47.962420 34.357368 52.141351
Point195	65.764238 35.455199 59.724049
Point199	46.978378 65.726897 56.143655
Point221	38.110731 37.303850 76.210398
Point239	52.915361 44.457039 61.235814
Point255	42.362201 41.565175 42.756542
Point290	56.833875 31.929022 41.072835
Point312	58.383562 36.252492 62.116970
Point314	66.178768 49.817764 52.602697
Point373	43.049098 33.521799 68.617561
Point414	44.168783 23.592362 68.910066
Point423	58.999678 38.991377 66.244165
Point430	54.542534 37.606466 43.898618
Point448	62.666170 35.476658 43.992402
Point461	33.187757 55.067209 60.631783
Point489	48.539031 46.746876 77.111560
Point515	46.856234 35.530198 80.360889
Point536	44.163167 40.444592 61.657316
Point549	35.788268 39.533493 45.551347
Point573	39.352464 34.462573 61.052541
Point598	42.217979 27.777717 41.595347
Point601	40.079442 59.015159 41.981504
Point654	52.093273 28.789830 44.520171
Point660	60.911987 47.050783 60.668508
Point665	59.526546 52.288136 70.723198
Point666	57.967153 39.770325 73.182586
Point671	38.149049 59.820542 45.529972
Point693	50.476136 56.133608 51.940439
Point697	59.135796 46.923037 67.733125
Point722	64.671744 43.810809 59.512185
Point730	54.011084 21.400079 49.121471
Point737	57.433363 45.133678 69.915483
Point747	32.547731 41.754591 36.340327
Point754	44.844256 34.464808 76.559264
Point781	44.445815 42.840596 38.958237
Point791	46.140854 46.373103 70.122449
Point796	53.168662 31.021124 67.188751
Point800	33.389330 42.016489 47.112708
Point804	38.964323 59.328752 40.568829
Point819	64.517018 30.652237 60.946631
Point876	34.005276 37.771715 66.513451
Point893	38.116179 34.596153 37.338049
Point900	41.527788 52.057288 79.298841
Point904	56.709785 50.408544 62.903936
Point906	64.736094 42.982633 62.944598
Point935	34.511162 41.402043 51.689710
Point966	40.712730 61.321289 64.377650
Point972	46.666905 50.671351 78.286674
Point999	37.419631 41.399607 40.013254
Point1011	58.174752 35.694049 72.300105
Point1071	46.587076 46.817364 79.161363
Point1081	56.254902 31.257539 46.389843
Point1089	47.751290 53.467918 68.351303
Point1097	36.897959 54.060487 45.545035
Point1157	40.911775 26.708148 61.135410
Point1174	28.268502 45.628818 43.118699
Point1176	58.897978 42.962470 69.592391
Point1194	55.693481 25.396933 58.219409
Point1225	36.031875 60.219209 43.883089
Point1238	55.605541 31.192735 58.549339
Point1258	34.727062 54.709131 38.338236
Point1264	47.383384 58.039676 67.022958
Point1282	42.009722 45.655087 82.675316
Point1298	33.053740 56.551090 56.856301
Point1363	28.787646 31.084416 50.731682
Point1383	65.642213 41.710775 62.126067
Point1400	52.455118 49.898645 47.802086
Point1422	40.264256 43.698126 59.945532
Point1424	38.670757 31.011247 37.288819
Point1485	46.375886 21.345945 53.932286
Point1489	40.239538 38.481441 54.356902
Point1493	46.159998 65.488945 61.988727
Point1514	66.386400 43.312332 62.007076
Point1581	42.456115 50.135594 52.982756
Point1601	56.532876 45.973762 43.474500
Point1603	47.821594 44.632874 47.524706
Point1647	52.454308 49.148937 55.545315
Point1663	46.085272 48.969537 61.503216
Point1664	40.504324 40.721357 62.246208
Point1673	59.013661 42.518776 53.777994
Point1680	38.664260 35.158249 58.234068
Point1718	54.732185 24.370119 53.896573
Point1800	53.890000 49.843041 43.321634
Point1824	36.494460 47.595622 48.145783
Point1828	38.748246 42.399784 40.861318
Point1838	38.558579 44.862279 79.316952
Point1853	44.653800 57.002327 65.041871
Point1874	41.547273 55.555781 47.870543
Point1897	42.920707 34.517658 39.975118
Point1908	50.265423 19.716745 51.351206
Point1911	45.753484 61.479402 40.262373
Point1976	27.757881 35.185284 53.618191
Point1979	43.471834 52.443964 41.150881
Point1988	61.800050 41.311001 46.011532
Point1999	58.585571 48.177822 56.876420
Point2012	30.412292 36.243793 45.914678
Point2014	53.762961 45.707250 42.321889
Point2033	41.811295 61.396335 62.895382
Point2034	46.247816 27.152467 58.369694
Point2040	57.470876 26.767899 59.930446
Point2041	61.269657 44.395177 63.904544
Point2044	49.476272 30.930806 54.501134
Point2046	41.004990 60.405523 63.138807
Point2049	59.547290 30.040588 66.243218
Point2052	58.767377 24.606352 50.843254
Point2054	39.091933 51.458159 63.088754
Point2082	22.572072 35.551123 49.812039
Point2094	27.870736 32.820390 54.147390
Point2097	62.613590 39.695698 61.529831
Point2109	61.204325 53.056378 42.735610
Point2122	25.571629 55.635004 56.380127
Point2134	26.519924 53.849537 59.830631
Point2144	39.461115 56.140762 58.802075
Point2153	30.172355 34.089128 58.544883
Point2156	34.046681 52.323996 71.828004
Point2180	41.800204 46.616410 74.957760
Point2182	29.459110 48.179069 56.732258
Point2188	62.275106 40.370926 69.047361
Point2190	51.324347 41.678904 47.024394
Point2191	23.595108 40.529125 58.340538
Point2202	25.947621 30.540370 53.865281
Point2209	61.372769 35.966039 51.682183
Point2251	39.492938 52.926570 76.316609
Point2269	61.431736 50.948116 60.020030
Point2270	30.352497 27.447915 45.924732
Point2311	65.456096 38.313690 59.233110
Point2319	39.993954 30.880001 46.596041
Point2320	27.407478 53.627646 42.827574
Point2338	35.573839 52.406948 76.085925
Point2351	34.472809 44.806925 63.741645
Point2355	35.686767 20.404771 56.002053
Point2368	28.115240 33.770131 40.883405
Point2369	51.959152 61.839800 50.483860
Point2373	45.902018 29.347715 43.718335
Point2385	25.502347 43.916199 52.468694
Point2396	32.820601 25.385360 49.420992
Point2412	50.126229 34.933320 78.108221
Point2435	57.501978 48.821673 48.453496
Point2449	62.468423 37.419921 70.245341
Point2452	43.681196 40.926283 57.497456
Point2475	55.610519 50.566159 69.772745
Point2490	33.988977 43.377454 38.508281
Point2511	54.305867 19.233541 58.638782
Point2539	57.980327 55.308677 69.628051
Point2567	28.940725 23.430368 49.540314
Point2568	31.831855 48.959012 47.235003
Point2582	48.284225 24.456432 60.204858
Point2593	45.890226 48.581546 76.613202
Point2615	47.604621 43.896169 39.202303
Point2692	44.489859 55.302701 71.215129
Point2735	54.382865 55.186510 67.117248
Point2743	41.110231 36.051156 70.516037
Point2763	49.813631 36.980740 52.756154
Point2775	51.150850 38.596105 64.798642
Point2776	56.446142 40.004116 70.656724
Point2789	48.833962 39.446200 53.454988
Point2800	31.042470 52.987215 42.984959
Point2831	66.580953 44.732363 57.224334
Point2859	47.974237 55.690047 75.906283
Point2881	36.554333 34.198676 62.498590
Point2884	58.790637 36.870470 52.664220
Point2890	64.116617 31.639272 62.198741
Point2936	28.006200 48.612869 70.886386
Point2954	33.562494 56.067590 55.499886
Point3009	57.402057 40.684041 53.347685
Point3048	33.319141 40.822076 43.242902
Point3055	63.343471 34.474775 46.468457
Point3073	29.009845 43.207101 65.487271
Point3107	49.091587 55.904507 50.307428
Point3137	65.340706 38.052127 54.743127
Point3147	37.929600 42.421847 67.188748
Point3160	31.214920 41.269135 66.177760
Point3184	37.545208 44.750593 73.666967
Point3198	40.135328 33.198638 65.515629
Point3212	43.960644 51.690009 37.841801
Point3258	35.648442 33.891259 43.632427
Point3274	25.030678 50.404886 61.301187
Point3285	29.169608 32.007680 57.635440
Point3295	22.466857 40.716669 58.801651
Point3305	40.747272 48.119891 66.934983
Point3318	61.123674 34.569910 67.412412
Point3320	36.689231 22.956679 48.510784
Point3324	52.164832 48.499001 65.274278
Point3329	48.894783 51.590977 38.879332
Point3356	62.963311 35.938149 50.168841
Point3443	46.365676 35.412850 69.734734
Point3445	30.025400 53.855292 41.663557
Point3449	57.542445 49.724612 64.736962
Point3466	33.428758 46.825483 74.676998
Point3478	44.455870 55.885007 75.711653
Point3613	58.103645 22.077682 61.910857
Point3634	34.164550 41.042449 57.297479
Point3690	35.685577 46.356258 53.254029
Point3691	57.296592 45.087476 42.106219
Point3702	27.906302 35.481911 42.112632
Point3739	41.615904 34.892648 56.744847
Point3777	52.462228 30.602813 67.130684
Point3817	26.832833 42.076168 51.464584
Point3821	61.472173 26.483878 60.793848
Point3828	44.768669 40.184659 79.779891
Point3871	42.532202 46.382898 61.657145
Point3877	45.529123 43.735964 40.213066
Point3886	56.345438 52.170093 67.054114
Point3887	44.279070 25.782426 58.135379
Point3906	40.185350 19.940761 56.857335
Point3922	48.784810 40.458054 56.857895
Point3926	50.972201 62.358541 65.957706
Point3946	53.369034 34.409109 42.254022
Point3950	40.715724 53.045538 36.142008
Point3989	55.951555 28.986938 71.552306
Point3994	23.749054 45.028769 59.992078
Point4007	59.213533 43.555544 69.088032
Point4035	34.647134 51.681746 41.231835
Point4104	33.067309 37.652025 37.848117
Point4115	37.314243 47.125842 80.932951
Point4119	34.040117 58.700582 43.555528
Point4233	63.715578 33.683569 49.132992
Point4319	37.021406 20.701588 61.486054
Point4370	32.406414 35.553921 37.266909
Point4381	40.150333 32.334188 71.422700
Point4422	27.498224 34.723382 48.142372
Point4425	52.715006 29.237113 50.392036
Point4488	35.194483 30.306511 55.951476
Point4530	36.387318 26.773295 57.805498
Point4544	64.531173 35.756612 57.353999
Point4571	38.467876 23.047058 53.230108
Point4642	62.114160 35.805111 43.480784
Point4683	46.721683 59.068416 69.908328
Point4709	40.050421 54.665059 70.133127
Point4799	49.260710 44.520520 76.991385
Point4833	53.414452 38.300098 65.650164
Point4934	43.163068 33.192097 72.403107
Point4968	42.152170 30.995966 54.919596
-> Cluster11
Point19	48.039291 65.081270 28.578174
Point84	51.449294 74.637702 0.667010
Point115	43.345697 65.162664 11.424181
Point129	47.844565 69.871533 14.555279
Point130	45.200176 64.870586 28.028384
Point150	38.719596 59.614169 6.935893
Point165	47.022742 65.727860 17.462639
Point168	34.878443 40.511592 29.341350
Point173	58.430034 55.199557 32.787609
Point176	49.608922 64.231776 17.578260
Point222	35.935230 45.635968 20.710596
Point224	54.254140 66.080544 16.054401
Point264	51.058018 48.005942 6.661469
Point268	35.361174 51.745595 4.337901
Point324	62.897697 41.068109 8.525531
Point358	55.528476 51.954230 22.055209
Point365	50.923548 55.471277 10.109127
Point366	53.194973 57.089234 20.535157
Point372	53.242889 74.557451 14.132008
Point385	70.583881 44.543035 30.975346
Point404	65.654419 56.064399 23.848999
Point412	48.171184 48.072842 27.547722
Point420	46.032483 67.710310 24.390051
Point431	58.645181 47.962994 29.509098
Point434	62.473620 67.951134 30.470002
Point452	41.699028 39.140879 5.576830
Point490	61.957941 61.662708 41.161197
Point498	49.112895 63.183214 5.207505
Point604	36.994934 49.896107 12.731592
Point615	50.833335 76.269157 28.383687
Point617	63.174872 53.129451 17.554641
Point626	32.936578 51.405332 31.158141
Point630	31.961425 49.703633 32.658023
Point637	52.320657 65.261836 9.191481
Point648	54.713749 52.071016 35.702138
Point650	62.494537 43.757314 29.654250
Point658	56.878345 57.565301 25.699870
Point659	48.976969 75.289014 26.684407
Point698	56.369763 51.200062 15.656228
Point706	48.996794 51.931163 34.160467
Point709	40.778180 58.085156 10.675904
Point729	57.090465 44.435544 19.629417
Point734	37.840976 57.659071 19.048727
Point770	67.487279 46.538691 33.387740
Point778	46.169270 49.041963 2.023843
Point816	57.178682 46.502066 27.141719
Point826	65.033927 45.482296 15.550298
Point843	31.569993 49.445843 11.539028
Point861	53.506307 54.259782 21.973527
Point874	40.425907 55.669326 17.915658
Point933	52.324210 74.517931 30.802949
Point959	56.467139 44.933316 25.849767
Point963	46.212694 45.061665 25.923195
Point977	31.530543 55.412206 12.861748
Point988	59.531816 55.006367 32.859071
Point1003	47.075984 53.805343 0.436678
Point1017	50.318221 74.359516 32.281556
Point1043	30.010195 41.602859 24.142885
Point1052	49.844761 49.704822 7.288739
Point1064	34.399244 39.380937 24.848384
Point1067	59.483032 64.076898 29.790970
Point1122	62.720461 63.229069 1.801348
Point1126	59.968895 70.617549 7.232448
Point1137	56.098929 59.598538 27.591970
Point1146	44.598928 44.060216 11.417522
Point1155	57.525306 52.008374 14.785604
Point1280	52.488991 46.465725 22.150473
Point1300	36.335046 56.949819 12.742624
Point1321	64.745363 38.632131 10.906842
Point1322	65.925692 51.171352 17.123288
Point1332	59.066380 46.579784 19.799634
Point1338	37.796650 49.902332 15.564015
Point1350	48.223195 57.737579 23.612076
Point1379	61.670331 44.450420 30.101980
Point1387	45.801232 69.716931 0.277481
Point1392	48.667533 50.647420 0.328878
Point1402	66.973475 65.596790 32.148800
